,Account Code,Latitude,Longitude
Seiko Australia Pty Limited,44872662.1,0,0
Unifarm,27351898.1,0,0
WA Housing Centre,28803792.1,0,0
WESTERN AUSTRALIAN LOCAL GOVERNMENT ASSOCIATION,14672626.1,0,0
Betfair Pty Limited,9356574.1,0,0
Castle Harlan,7513081.1,0,0
FORPOINT SOLUTIONS AUSTRALIA PTY LTD,14803070.1,0,0
JK Geotechnics,29801250.1,0,0
Michael Hill,43961553.1,0,0
Modemedia,7151979.1,0,0
Online Liquor Group,53346240.1,0,0
Partners in Performance,46560509.1,0,0
Scope Systems Pty. Ltd.,7441840.1,0,0
TalkSpace,45862610.1,0,0
WhiteSky Labs Pty. Ltd.,2398324.1,0,0
Youth for Christ,51920359.1,0,0
APM PROPERTY MANAGEMENT LIMITED,15490947.1,0,0
Active Air Rentals,45779065.1,0,0
Australia Pacific LNG Pty Ltd.,25021103.1,0,0
Beam Australia,51690973.1,0,0
Bonaldi (Australia) Pty Ltd,5730846.1,0,0
GRI Pty Ltd,8170193.1,0,0
KOMOSION PTY LIMITED,14788635.1,0,0
Liberty Healthcare,43090390.1,0,0
MICHAEL MCNAMARA,14673962.1,0,0
Retail Apparel Group,2541807.1,0,0
Summit Fertilizers,26575920.1,0,0
awe gmbh,9786667.1,0,0
AVEA INSURANCE LIMITED,14802808.1,0,0
Exotic Limo,2984954.1,0,0
GameChanger Media,10139753.1,0,0
Kolmar Limited,16162302.1,0,0
NATIONAL-OILWELL PTY. LTD.,10375267.1,0,0
Thrive Financial Solutions,11388591.1,0,0
BCG Australia New Zealand,49099454.1,0,0
Country Garden Australia Pty. Ltd.,44766652.1,0,0
Danone Nutricia,8830630.1,0,0
Helphire Pty Ltd,27522465.1,0,0
MoneySmartAu,8167150.1,0,0
"PBMares, LLP",46259596.1,0,0
"Samsara, Inc",45126857.1,0,0
Belise,7853246.1,0,0
CFO Part Time,48655419.1,0,0
"EMI Music, Inc.",16468981.1,0,0
Energis,3261377.1,0,0
KitchenAid,6743559.1,0,0
UPAC CORPORATE PTY LTD,14633767.1,0,0
VicForests,47915490.1,0,0
Aculides,53344504.1,0,0
Club Travel,837022.1,0,0
Liquid Interactive,47248872.1,0,0
ANACONDA PTY. LTD.,14579596.1,0,0
Acme Fresh Market,6909017.1,0,0
Cremosa,49212817.1,0,0
HUB-Group.com,46354412.1,0,0
Offshore Mining & Civil,4194190.1,0,0
Tadano Ltd.,14455685.1,0,0
UBT Accountants Pty Ltd,44761050.1,0,0
151 PROPERTY PTY LIMITED,14668315.1,0,0
DOMAINNAMES.COM.AU PTY LTD,14637000.1,0,0
E.C.S SERVICES PTY LTD,14759838.1,0,0
Governance Insight,49056222.1,0,0
NICOM HOLDINGS PTY LTD,14663731.1,0,0
KOGAN.COM PTY LTD,14773994.1,0,0
MANNA MANAGEMENT PTY LTD,14645212.1,0,0
Metallica Minerals Ltd,53818842.1,0,0
Office Comforts,48455234.1,0,0
West Australian Football Commission,49696552.1,0,0
Bass Public Relations,10131674.1,0,0
Crescent Healthcare,45111082.1,0,0
KALBARRI SUPERMARKET,8178509.1,0,0
WEALTH STREET PTY LTD,14804804.1,0,0
Business Success Systems,3526831.1,0,0
MANITOU BF,15776565.1,0,0
North West Health,1790188.1,0,0
QUADRANT PRIVATE EQUITY PTY LIMITED,14725697.1,0,0
"Rosemore, Inc.",10458234.1,0,0
HR Access,6408526.1,0,0
Navig8,1764492.1,0,0
ParcelPoint Pty Ltd.,44802613.1,0,0
Skiddoo,42920248.1,0,0
Ariston,6818858.1,0,0
Cathedral Square,30878766.1,0,0
Tiansa Group Pty Ltd,50096243.1,0,0
Goongerah Environment Centre,8587270.1,0,0
J.C. Flowers & Co.,6287905.1,0,0
MATER FOUNDATION,14814426.1,0,0
ND Services,5197120.1,0,0
QFES - Training and Emergency Management,48545859.1,0,0
PPG AUSTRALIA,14812368.1,0,0
Swarovski,7392581.1,0,0
Thirsty Brothers Pty Ltd,44719366.1,0,0
PLATO INVESTMENT MANAGEMENT LIMITED,14753074.1,0,0
StreamLink,50527371.1,0,0
Amlec House,50961763.1,0,0
C/- Tucker Time for Pets,10566082.1,0,0
Digital Conversations,52361884.1,0,0
Imperial Marketing,6119519.1,0,0
Tiger Mist,53343946.1,0,0
Allergan Australia Pty Ltd.,25355024.1,0,0
B2B PAYMENT SOLUTIONS PTY. LTD.,14750849.1,0,0
BellSouth Corporation,16410945.1,0,0
Brainbox Marketing,16970509.1,0,0
Innotecture,10214762.1,0,0
Russo & Co,4052228.1,0,0
Vital Corp.,16294492.1,0,0
Ridley,48222538.1,0,0
Uber Solutions Corp,12249328.1,0,0
EMERGE TECHNOLOGIES PTY LTD,14787060.1,0,0
OnePath,16430745.1,0,0
VOCUS COMMUNICATIONS LIMITED,14760960.1,0,0
Fletcher Construction,46014412.1,0,0
AIR NEW ZEALAND LIMITED,14673128.1,0,0
Chorus Ltd,56659687.1,0,0
My Food Bag Ltd.,44825613.1,0,0
Nyriad Limited,44819787.1,0,0
OptimalBI Limited,2268767.1,0,0
Mediaworks Holdings Limited,10157811.1,0,0
ikeGPS,54702676.1,0,0
COMPASS GROUP NEW ZEALAND LIMITED,24808106.1,0,0
James Pascoe Limited,25167803.1,0,0
OPUS,6066730.1,0,0
CPB CONTRACTORS PTY LIMITED,14665137.1,0,0
Eight Wire Limited,46173819.1,0,0
SOUTHERN CROSS HEALTHCARE GROUP PLC,12885012.1,0,0
Rocket Lab Ltd,9131368.1,0,0
DTR,9403675.1,0,0
FITEC,46559444.1,0,0
Hamilton City Council,25900996.1,0,0
Pioneer Energy Limited,49439961.1,0,0
The Griffin's Food Company,47417014.1,0,0
Datacom,9263658.1,0,0
Kotahi Logistics LP,9258681.1,0,0
SISTEMA PLASTICS LIMITED,14231221.1,0,0
Theta Systems Ltd,6476524.1,0,0
OGILVY NEW ZEALAND LIMITED,14231132.1,0,0
Synlait Milk Ltd,56700135.1,0,0
T&G Global Limited,47575934.1,0,0
BNZ SA,13906222.1,0,0
Sanford Ltd,53820431.1,0,0
Xero Ltd,56654765.1,0,0
Bostock New Zealand,47613814.1,0,0
IMAKE LIMITED,14809266.1,0,0
TVNZ,45828647.1,0,0
Zespri Group Limited,5678604.1,0,0
New Zealand Hops Ltd.,44767597.1,0,0
New Zealand King Salmon Co Ltd,56666736.1,0,0
Comvita Ltd,56653000.1,0,0
Counties Manukau Health,46852113.1,0,0
Genesis Energy Ltd,56663339.1,0,0
Tourism Holdings Ltd,53825900.1,0,0
2degrees Mobile,9251971.1,0,0
Beijing Capital Waste Management NZ Limited,53387946.1,0,0
Landcorp Farming Ltd,51329165.1,0,0
Intergen Limited,44812089.1,0,0
Mindfull Group Limited,44753830.1,0,0
Mr Apple New Zealand Limited,24854897.1,0,0
Sky Network Television Limited,14724711.1,0,0
a2 Milk Company Ltd,56656327.1,0,0
Carpet Court New Zealand,51375351.1,0,0
Icebreaker,53448815.1,0,0
Actavis New Zealand Limited,20902757.1,0,0
FRAMECAD Limited,44802977.1,0,0
Fisher & Paykel,7565728.1,0,0
MITRE 10 MEGA PTY LTD,14678621.1,0,0
PERRYS GROUP LTD,10498791.1,0,0
Tait Ltd.,8619372.1,0,0
CLAAS Harvest Centre,50811016.1,0,0
FONTERRA LIMITED,14231969.1,0,0
Scm Group Corporate,48058556.1,0,0
Vista Entertainment Solutions Limited,9262852.1,0,0
Magic Memories,45145156.1,0,0
Ports of Auckland Limited,7584240.1,0,0
Quantiful,49825917.1,0,0
AMP Capital New Zealand,49547469.1,0,0
Frucor Suntory,44935625.1,0,0
MLC Group NZ,50053018.1,0,0
UCI Holdings Limited,24791243.1,0,0
ANZ SECURITIES LIMITED,14723283.1,0,0
Foodstuffs South Island Limited,1163000.1,0,0
Mainfreight Ltd,56668047.1,0,0
Partners Life Limited,25030344.1,0,0
Howick Baptist Healthcare,51713734.1,0,0
Storm,43097376.1,0,0
Insightful.Mobi,49385524.1,0,0
DUTY FREE WHOLESALERS.COM LTD,163830.1,0,0
fairfax magazines nz,10619807.1,0,0
Matariki Forests Limited,25362133.1,0,0
Slingshot (ISP),9261431.1,0,0
Transaction Services Holdings Limited,25348717.1,0,0
12 Limited,18332176.1,0,0
APPtitude (Singapore) Pte Ltd,52398284.1,0,0
Broadway Industrial Group Ltd,53813512.1,0,0
Cordlife Group Ltd,56657540.1,0,0
EPSILON TELECOMMUNICATIONS LIMITED,14263033.1,0,0
FOS Search (A Career International Company),4224501.1,0,0
Fullerton Health,50364626.1,0,0
Hock Lian Seng Holdings Ltd,56675061.1,0,0
Jardine Cycle & Carriage Ltd,53814046.1,0,0
Ministry of Finance (Singapore),45928602.1,0,0
NatSteel Holdings Pte Ltd.,6395438.1,0,0
Octopus Group Holdings,45013869.1,0,0
Pan Pacific Hotels Group Limited,7546598.1,0,0
Spa Esprit Group,50347372.1,0,0
St. James's Place Wealth Management – Asia,48199601.1,0,0
Tai Sin Electric Ltd,53810609.1,0,0
TechMatrix Pte Ltd,46998986.1,0,0
Thakral Corporation Ltd,53813398.1,0,0
UTAC,45648571.1,0,0
Watsons,43078654.1,0,0
BW Group,46723268.1,0,0
Courts Asia Ltd,56661341.1,0,0
EZ-Link Pte Ltd,6343735.1,0,0
Fraser and Neave Ltd,53824873.1,0,0
Inter Oil B.V.,13889112.1,0,0
KTL Global Ltd,56664704.1,0,0
Khong Guan Biscuit Factory (S) Pte Ltd.,44737085.1,0,0
National Healthcare Group Polyclinics,9338052.1,0,0
Oversea-Chinese Banking Corporation Ltd,7412793.1,0,0
PSA MARINE (PTE) LTD,15482559.1,0,0
Poh Tiong Choon Logistics Ltd,53819399.1,0,0
REHAU AG + Co,16020608.1,0,0
SGX,49504459.1,0,0
Singapore Management University,56702607.1,0,0
Swiff,5409445.1,0,0
Yeo Hiap Seng Ltd,53822741.1,0,0
ASSISI HOSPICE,56743829.1,0,0
Capitaland Ltd,53814171.1,0,0
ESAB ASIA/PACIFIC PTE LTD,14233324.1,0,0
Ensogo,46346403.1,0,0
Frasers Property Ltd,56659589.1,0,0
ISDN Holdings Ltd,53826785.1,0,0
Liberty Insurance Pte Ltd.,45314489.1,0,0
OUE Ltd,53825428.1,0,0
Oue Lippo Healthcare Ltd,53810312.1,0,0
Rotary Engineering Ltd,53820061.1,0,0
Senoko Energy Pte Ltd.,7410392.1,0,0
Sheng Siong Group Ltd,53819648.1,0,0
Sompo Insurance Singapore Pte. Ltd.,24744711.1,0,0
UEL CORPORATION,14459908.1,0,0
AZTECH GROUP LTD.,14232740.1,0,0
Aspial Corporation Ltd,53824310.1,0,0
Aurecon,45647251.1,0,0
Chuan Holdings Ltd,53808425.1,0,0
Del Monte Pacific Ltd,53815271.1,0,0
Delfi Ltd,56673026.1,0,0
EMAS OFFSHORE PTE LTD,15483127.1,0,0
Fusion Cosmetics,46514029.1,0,0
Hor Kew Corporation Ltd,53813615.1,0,0
JUNG VILNIUS UAB,14447391.1,0,0
Koh Brothers Group Ltd,53817951.1,0,0
LGA Telecom Pte Ltd,6275448.1,0,0
LumenLab | MetLife Innovation Centre,45505319.1,0,0
Ngee Ann Polytechnic,53385845.1,0,0
SE Shipping Lines Pte. Ltd.,6943833.1,0,0
TANGS Department Store (Trading) Sdn Bhd,50943785.1,0,0
Trax Retail Ltda.,52964738.1,0,0
XSEED Education Pte. Ltd.,44872926.1,0,0
AIA SINGAPORE PRIVATE LIMITED,14234249.1,0,0
BAG SPA PTE. LTD.,56719007.1,0,0
BH Global Corporation Ltd,55165485.1,0,0
British-American Tobacco (Singapore) Private Limited,24972657.1,0,0
Capital Match Platform Pte. Ltd.,44744946.1,0,0
Excelpoint Technology Ltd,53813676.1,0,0
F J BENJAMIN HOLDINGS LTD,53816367.1,0,0
Fischer Tech Ltd,53813619.1,0,0
Haw Par Corporation Ltd,53816985.1,0,0
KS Drilling Pte Ltd.,44825507.1,0,0
PIL MUMBAI PRIVATE LIMITED,15040875.1,0,0
Regency Steel Asia Pte. Ltd.,15483932.1,0,0
Raffles Medical Group Ltd,53814035.1,0,0
Reciprocus International Pte Ltd,7538787.1,0,0
Sembcorp Marine Ltd,53820506.1,0,0
UOL Group Ltd,53822566.1,0,0
YCH GROUP PTE LTD,14234465.1,0,0
Yuuzoo Corporation,47892154.1,0,0
GLOBAL WELLNESS GROUP PTE. LTD.,56705420.1,0,0
Ho Bee Land Ltd,53816502.1,0,0
INTERNATIONAL SOS PTE LTD,14232482.1,0,0
J B Boda & Co (S) Pte Ltd,45161770.1,0,0
Keppel DC REIT,53828487.1,0,0
MediaCorp Pte Ltd.,53450697.1,0,0
Pacific Century Regional Developments Ltd,55179763.1,0,0
Pan-United Corporation Ltd,53820326.1,0,0
SAC Capital Private Limited,9311856.1,0,0
TUV SUD PSB PTE. LTD.,15483216.1,0,0
The Coffee Bean & Tea Leaf (S) Pte. Ltd.,10208467.1,0,0
UOB-KAY HIAN HOLDINGS LIMITED,14237356.1,0,0
iZeno,9247768.1,0,0
Albatrus Asia Pte Ltd,26516261.1,0,0
BIOSENSORS INTERVENTIONAL TECHNOLOGIES PTE. LTD.,14320329.1,0,0
CDL Hospitality Trusts,56740992.1,0,0
CWT Ltd,53814358.1,0,0
Cycle & Carriage Singapore,54625984.1,0,0
Hanwell Holdings Ltd,53815300.1,0,0
Helix Leisure Pte Ltd,44748123.1,0,0
KEPPEL LOGISTICS PTE. LTD.,14232341.1,0,0
Knight Frank Pte Ltd.,10278880.1,0,0
KrisEnergy Ltd,56662319.1,0,0
MAKINO ASIA PTE LTD,14232782.1,0,0
Migao Corporation,54735774.1,0,0
Multi-Chem Ltd,53813318.1,0,0
Professional Investment Advisory Services Pte Ltd,14237487.1,0,0
Prudential Assurance Company Singapore (Pte) Limited,14232914.1,0,0
SIA ENGINEERING COMPANY LIMITED,14232194.1,0,0
STATS ChipPAC Pte. Ltd.,44806539.1,0,0
SUPER GROUP LTD,44719101.1,0,0
Singapore Post Ltd,53820458.1,0,0
Sportmaster,46841177.1,0,0
TBWA Singapore Pte Ltd.,10334379.1,0,0
TWG TEA COMPANY PTE. LTD.,15644596.1,0,0
Triangle Auto Pte Ltd,44829264.1,0,0
Carousell Pte. Ltd.,3677379.1,0,0
EU YAN SANG INTERNATIONAL,44719576.1,0,0
GUNTNER ASIA PACIFIC PTE. LTD.,15644428.1,0,0
KS Distribution Pte Ltd,47132643.1,0,0
Keppel FELS Limited,8218610.1,0,0
"Ministry of Education, Singapore (MOE)",49324427.1,0,0
NTUC Health Co-operative Limited,27959313.1,0,0
ODYSSEY REINSURANCE COMPANY,15483369.1,0,0
PhillipCapital,45594280.1,0,0
REC,46727191.1,0,0
Singapore Exchange Ltd,53820959.1,0,0
Singapore Pools,52475958.1,0,0
Singapore Refining Company Private Limited,9252533.1,0,0
TOPRINT COMPUTER SUPPLIES PTE LTD,14233056.1,0,0
Webvisions Pte Ltd.,9246697.1,0,0
Wildlife Reserves Singapore Pte Ltd.,9300394.1,0,0
BAYSANDS PTY. LIMITED,14644335.1,0,0
Bridgestone Asia Pacific Pte. Ltd.,25909164.1,0,0
Carl Zeiss S.E.Asia,10345724.1,0,0
Charles & Keith,15112535.1,0,0
MAXpower Group,48583187.1,0,0
Roxy-Pacific Holdings LTD,53815383.1,0,0
SEA CORP,7090113.1,0,0
Sakari Resources Limited,5233094.1,0,0
Singapore University of Technology and Design (SUTD),9282755.1,0,0
TECKWAH INDUSTRIAL CORPORATION LTD,53831702.1,0,0
Trek 2000 International Ltd,53810131.1,0,0
Vertex Venture Holdings Ltd,14237304.1,0,0
Wilmar International,54483050.1,0,0
Aceford Food Industry Pte Ltd,9639998.1,0,0
Burpple,46005337.1,0,0
Challenger,56741386.1,0,0
Frasers Property Limited,14670212.1,0,0
FULLERTON FINANCIAL HOLDINGS PTE. LTD.,56708617.1,0,0
Flex,54482918.1,0,0
JEBSEN & JESSEN (SOUTH EAST ASIA) PTE LTD,15483463.1,0,0
JGC CONSTRUCTION INTERNATIONAL PTE. LTD.,15645683.1,0,0
KSP INFOSYSTEMS PTE LTD,14237273.1,0,0
Pacific Economic Cooperation Council,47967053.1,0,0
Yanlord Land Group Ltd,56653851.1,0,0
AAL Shipping,50224098.1,0,0
Abterra Ltd,53831919.1,0,0
CANADIAN INTERNATIONAL SCHOOL PTE LTD,56704176.1,0,0
CWT Globelink Pte Ltd,14234726.1,0,0
Cape PLC,53814623.1,0,0
Esplanade,13929170.1,0,0
Hand-SG,10322987.1,0,0
KPMG InnovationFactory,50303902.1,0,0
MODEX PTY LTD,14738553.1,0,0
Miclyn Express Offshore Pte Ltd,44857871.1,0,0
NTUC Club,44862373.1,0,0
Patsnap Pte. Ltd.,9183965.1,0,0
RAM Spreaders,3288003.1,0,0
SCOOT PTE. LTD.,14234199.1,0,0
SEMBCORP DESIGN AND CONSTRUCTION PTE. LTD.,14237130.1,0,0
SUEZ - Water Technologies & Solutions,49512233.1,0,0
TEMASEK PTE. LTD.,14237244.1,0,0
TOSHIBA SINGAPORE PTE LTD,14232193.1,0,0
Tat Hong Holdings Ltd,53821410.1,0,0
Tiong Seng Holdings Ltd,53813759.1,0,0
Honestbee,45271804.1,0,0
ABBOTT LABORATORIES (SINGAPORE ) PRIVATE LIMITED,14233752.1,0,0
ALILA HOTEL,15265199.1,0,0
ASTAR SA,13700937.1,0,0
Anchanto Pte Ltd,44747850.1,0,0
"BANK MANDIRI (PERSERO), PT TBK",14494118.1,0,0
BOC Aviation Ltd,53831080.1,0,0
Denka Chemicals Holdings Asia Pacific Pte Ltd.,44797835.1,0,0
EPSON SINGAPORE PTE LTD,14232836.1,0,0
EtonHouse International Education Group,49625278.1,0,0
MyRepublic Ltd,44978592.1,0,0
ORANGETEE & TIE PTE. LTD.,56711922.1,0,0
Parkway Pantai Limited,6114259.1,0,0
Perennial Real Estate Holdings Ltd,53823916.1,0,0
RCMA Group Pte. Ltd.,25673540.1,0,0
Singapore Oxygen Air Liquide Private Limited,8564526.1,0,0
Singapore Press Holdings Ltd,56661360.1,0,0
TUAN SING HOLDINGS LTD,44720636.1,0,0
TauRx Pharmaceuticals Ltd.,24707007.1,0,0
Wee Hur Holdings Ltd,56670504.1,0,0
AURIC PACIFIC GROUP LTD,44721362.1,0,0
BHG (Singapore) Pte Ltd,10298876.1,0,0
Banyan Tree Holdings Ltd,53825042.1,0,0
Chip Eng Seng Corporation Ltd.,15483074.1,0,0
CNA / HARDY,56771716.1,0,0
Cold Storage Singapore,45037822.1,0,0
ESSILOR SINGAPORE,14232664.1,0,0
Hitachi Asia Ltd.,9337831.1,0,0
Icon Resources & Technologies,6537898.1,0,0
JOHN FOORD (ASIA) PTE LTD,4099754.1,0,0
MEDs Technologies Pte Ltd,6855853.1,0,0
Mapletree Investments Pte Ltd.,56659428.1,0,0
Marubeni-Itochu Tubulars Asia Pte. Ltd.,8145345.1,0,0
MullenLowe Singapore,51668566.1,0,0
OUE Hospitality Trust,56670209.1,0,0
PacificLight Power Pte Ltd.,24790038.1,0,0
Pana Harrison (Asia) Pte Ltd,44790274.1,0,0
Pertama Merchandising Pte Ltd (Harvey Norman),45127628.1,0,0
Raffles Quay Asset Management,55408146.1,0,0
Sakae Holdings Ltd,53826878.1,0,0
Savills Singapore,25799957.1,0,0
Singapore Office Designs - ARID BUILDERS Pte. Ltd.,47200397.1,0,0
Vallianz Holdings Ltd,56697086.1,0,0
ZWEEC Analytics Ptd Ltd,55442527.1,0,0
Adecco Singapore,28804006.1,0,0
Atlantic Navigation Holdings (Singapore) Ltd,53810444.1,0,0
CAMPBELL ASIA PACIFIC PTY LTD,14761221.1,0,0
CAST Laboratories Pte Ltd,46851926.1,0,0
Cache Logistics Trust,56682155.1,0,0
ECS (HOLDINGS) LIMITED,15844391.1,0,0
Far East Group Ltd,53810353.1,0,0
GOODPACK PTE. LTD.,14234121.1,0,0
Golden Agri-Resources Ltd,56660400.1,0,0
Helius Technologies,2640759.1,0,0
Heptagon Micro-optics Pte Ltd,6592417.1,0,0
Interflour Group Pte Ltd.,7589973.1,0,0
LateRooms Ltd,7615255.1,0,0
Nucleus Connect Pte Ltd.,44775366.1,0,0
Swiss Asia,45274026.1,0,0
Woodlands Transport,47707408.1,0,0
YKK Ap Facade PTE. Ltd.,9579554.1,0,0
vVolve Management Consultants,5919819.1,0,0
20CUBE LOGISTICS PTY LTD,14671721.1,0,0
Agility,47396170.1,0,0
Ascendas-Singbridge,45361904.1,0,0
BreadTalk Group Ltd,56653258.1,0,0
Chloride Batteries S E Asia Pte Ltd.,26176276.1,0,0
Cialfo Pte. Ltd.,25914184.1,0,0
Comfortdelgro Corporation Ltd,53824750.1,0,0
Entiis Pte Ltd,385623.1,0,0
Financial Alliance Pte. Ltd.,44816580.1,0,0
Hong Leong Finance Ltd,53821238.1,0,0
IFS Capital Ltd,53817530.1,0,0
Infocomm Asia Holdings Pte Ltd.,7069710.1,0,0
Integrated Health Information Systems Pte. Ltd.,25347910.1,0,0
K&L GATES,14729594.1,0,0
Land Transport Authority (LTA) Singapore,48769834.1,0,0
M1 Ltd,53813631.1,0,0
MSIG HOLDINGS (ASIA) PTE. LTD.,15483193.1,0,0
SP Group,54686834.1,0,0
Sembcorp Industries Ltd,56654361.1,0,0
"TECO ELECTRIC & MACHINERY CO., LTD.",14313027.1,0,0
The Farrer Park Company Pte Ltd,7147411.1,0,0
ViewQwest,48792132.1,0,0
Wego Pte Ltd.,3390668.1,0,0
York Hotel (Pte) Ltd,9556753.1,0,0
FarEastFlora.com Pte Ltd,7225826.1,0,0
Healthperm Resourcing Ltd,53832372.1,0,0
KNS,15679762.1,0,0
Kingsmen Creatives Ltd,53827388.1,0,0
Knowledge Management Solutions,46164814.1,0,0
Lightstream Analytics,45057934.1,0,0
Micro-Mechanics Holdings Ltd,53810460.1,0,0
Otto Marine Limited,14232479.1,0,0
Omni United (S) Pte. Ltd.,7617737.1,0,0
Oxley Holdings Ltd,53810250.1,0,0
PM-Partners group Singapore,50775642.1,0,0
Qian Hu Corporation Ltd,53814517.1,0,0
"Sonoco Singapore Pte., Ltd.",10173850.1,0,0
StarHub Ltd,53814143.1,0,0
Thomson Legal LLP,27396283.1,0,0
AEI Corporation Ltd,53813367.1,0,0
ALLIANCEBERNSTEIN LIMITED,14845892.1,0,0
Creative Technology Ltd,8696884.1,0,0
EDB,15687008.1,0,0
Ecquaria Technologies Pte Ltd.,7063585.1,0,0
Emerio Corporation Pte Ltd.,960919.1,0,0
First Capital Insurance Limited,10169719.1,0,0
GOVT HOSPITALS,15282680.1,0,0
Heeton Holdings Ltd,53810133.1,0,0
JurongHealth Campus,47845537.1,0,0
KUOK (SINGAPORE) LIMITED,14232229.1,0,0
Keppel Corporation Ltd,53813746.1,0,0
LHN Ltd,56667108.1,0,0
MOYA ASIA LIMITED,48601631.1,0,0
Nam Cheong Ltd,53819265.1,0,0
"National Institute of Education, Singapore",49497220.1,0,0
PERSOLKELLY PTE. LTD.,56729142.1,0,0
"Toshiba Data Dynamics Pte., Ltd.",25014449.1,0,0
1Cloudstar Pte. Ltd.,10343928.1,0,0
A. MENARINI ASIA-PACIFIC PTE. LTD.,15483727.1,0,0
ABR Holdings Ltd,53811574.1,0,0
CANON SINGAPORE PTE. LTD.,14232824.1,0,0
CBM Pte Ltd.,9279775.1,0,0
Duty Free International Ltd,53811070.1,0,0
Fair Price,11822530.1,0,0
Hi-P International Ltd,53816671.1,0,0
MINDTRAC (S) PTE LTD,56705106.1,0,0
Performance Motors Ltd.,23755913.1,0,0
Ramba Energy Ltd,56662904.1,0,0
Ricoh Asia Pacific Pte Ltd.,4582892.1,0,0
SUTL Corporation Pte Ltd.,9369749.1,0,0
Silverlake Axis Ltd,53810132.1,0,0
TA Corporation Ltd,53819389.1,0,0
Tata NYK Shipping Pte. Ltd.,6159162.1,0,0
Thome Group,49791563.1,0,0
Trafigura Group,54482887.1,0,0
APL Logistics Ltd,44759392.1,0,0
ARA Asset Management,55707962.1,0,0
Avista Advisory Associates Pvt. Ltd.,44761329.1,0,0
Club 21 Pte Ltd,8344516.1,0,0
Dentsu Singapore Pte. Ltd.,9516236.1,0,0
ECICS Limited,25023073.1,0,0
Far East Organization,47592143.1,0,0
Fu Yu Corporation Ltd,53816231.1,0,0
Heinemann Asia Pacific Pte. Ltd.,44762675.1,0,0
Lazada Group,45453192.1,0,0
MITSUBISHI HEAVY INDUSTRIES ASIA PACIFIC PTE LTD,16540324.1,0,0
Marinetrans AS,14039942.1,0,0
Mobiquest Solutions Pte Ltd,24987885.1,0,0
National Healthcare Group Pte Ltd,1470107.1,0,0
Popular Holdings Limited,53793968.1,0,0
QAF Ltd,56671965.1,0,0
Tan Insurance Brokers Pte Ltd,56716262.1,0,0
YHI International Ltd,53814425.1,0,0
Alpha Investment Partners,55352737.1,0,0
Alpsoft Technologies Pte. Ltd.,46782622.1,0,0
Ang & Partners,49119721.1,0,0
CAPE GROUP PTE. LTD.,15482245.1,0,0
DHL EXPRESS (SINGAPORE) PTE. LTD.,14232297.1,0,0
Eastern Pretech Pte Ltd,44760566.1,0,0
Eng Kong Holdings Pte Ltd.,7356604.1,0,0
Ezra Holdings Ltd,53810408.1,0,0
FIVE-L-CAPITAL PTE. LTD.,56742449.1,0,0
GuocoLand Ltd,53815892.1,0,0
HRboss Pte. Ltd.,6328472.1,0,0
KS Energy Ltd,53810640.1,0,0
MoneySmart,5214831.1,0,0
PARKWAY SHENTON PTE LTD,6133573.1,0,0
Republic Polytechnic,9270439.1,0,0
Space Matrix,15078387.1,0,0
Sport Singapore,45602124.1,0,0
TOSHIBA TEC Singapore Pte Ltd.,17220496.1,0,0
eVantage Technology Pte. Ltd.,26493433.1,0,0
ABEO INTERNATIONAL PTE. LTD.,56721423.1,0,0
BORNEO MOTORS (SINGAPORE) PTE. LTD.,14232336.1,0,0
BRC Asia Ltd,53813645.1,0,0
CrimsonLogic Pte Ltd,14233072.1,0,0
Capitaland Mall Trust,53814521.1,0,0
Centurion Corporation Ltd,56669406.1,0,0
Food Empire Holdings Ltd,53815872.1,0,0
Global Airfreight International Pte Ltd,51198823.1,0,0
Griffin Kinetic Pte Ltd,6427505.1,0,0
Income,49125988.1,0,0
KAJIMA OVERSEAS ASIA PTE LTD,14233531.1,0,0
Keppel REIT,53817506.1,0,0
One Marina Property Services Pte Ltd.,16715399.1,0,0
Park Hotel Group,47219755.1,0,0
Raffles Education Corporation Ltd,53819316.1,0,0
ST Telemedia,50263503.1,0,0
United Envirotech Pvt. Ltd,8713345.1,0,0
APac Energy Rental,45564869.1,0,0
Bank of Singapore Limited,8651431.1,0,0
CIO Academy Asia,49342768.1,0,0
CHINA AVIATION OIL (SINGAPORE) CORPORATION LTD,56659763.1,0,0
Consulting Research Services,46460054.1,0,0
Far East Orchard Ltd,53826445.1,0,0
Global Logistic Properties Ltd,53818417.1,0,0
HELU TRANS LTDA,53166097.1,0,0
Luxasia Pte Ltd.,6456013.1,0,0
MAS,12346762.1,0,0
NESTLE SINGAPORE (PTE) LTD,14232249.1,0,0
National Library Board,56695008.1,0,0
New Toyo International Holdings Ltd,53829874.1,0,0
PACC Offshore Services Holdings Ltd,56665843.1,0,0
Portek International Pte Ltd,3228589.1,0,0
Red Apricot,46514148.1,0,0
SOAS Pte Ltd,55408327.1,0,0
SingHealth,50718545.1,0,0
Singapore Diamond Investment Exchange (SDiX) Pte Ltd,49151945.1,0,0
Trusted Source Pte. Ltd.,44808836.1,0,0
Vela Diagnostics Pte. Ltd.,44794472.1,0,0
Vibrant Group Ltd,53813709.1,0,0
Wall of Sport Pte. Ltd.,25949793.1,0,0
Yellow Pages Singapore,50465000.1,0,0
AXS Pte. Ltd.,44814269.1,0,0
Arcapita Pte. Limited,44751869.1,0,0
